"CPW_LOT","DEVICE","FACILITY","TOP","IOP","VPPK","VXOVR","VEA","WAVELENGTH","LFIBER","EXT_RATIO","DISP_PENALTY","MASK_MARGIN","SMSR","RISE_TIME","FALL_TIME","OVERSHOOT","JITTER","CROSSING","ISS","RTH","IPD","IPHOTO","DEVICE_FM","TEST_RUNS","STATE","PRODUCT","FIRST_FAIL_MODE","TEST_DT","PKG_CODE"
"867942","152211590","PKGF10GB1","30.1","94.9",".45","1.54","-1.6","1610.816","-.173","10","998.8","-999","-999","-999","-999","-999","-999","50",".1467","-999","532.983","54.46275","FAIL","1","C","1626L3161","FAIL_TUNING","24-JUN-15","70km CWDM 161"
"867959","152211607","PKGF10GB1","30.1","94.9",".7","1.53","-1.58","1610.14","-.522","10.8","998.8","-999","-999","-999","-999","-999","-999","50",".1668","-999","954.62","50.32988","FAIL","2","C","1626L3161","FAIL_TUNING","15-JUN-15","70km CWDM 161"
"867960","152211608","PKGF10GB1","30.1","94.9",".7","1.56","-1.58","1610.631",".401","11.5","998.8","-999","-999","-999","-999","-999","-999","49",".1671","-999","476.775","55.08825","FAIL","2","C","1626L3161","FAIL_TUNING","20-JUN-15","70km CWDM 161"
"CK-867961","152211609","PKGF10GB1","30.1","94.9",".4","1.53","-1.5","1608.952",".515","10.3","2.47","0","53.18","18","24.8","2.75","3.14","50",".1434","8.04303","1408.56","48.37818","PASS","3","C","1626L3161","PASS","16-JUN-15","70km CWDM 161"
"867962","152211610","PKGF10GB1","33","85",".45","1.51","-1.6","1609.545",".922","9.8","998.8","-999","-999","-999","-999","-999","-999","50",".1467","-999","358.173","50.40773","FAIL","1","C","1626L3161","FAIL_TUNING","15-JUN-15","70km CWDM 161"
"867966","152211614","PKGF10GB1","35","74",".35","1.45","-1.6","1610.344",".796","9.8","998.8","-999","-999","-999","-999","-999","-999","49",".1381","-999","464.938","45.59687","FAIL","1","C","1626L3161","FAIL_TUNING","16-JUN-15","70km CWDM 161"
"867981","152211629","PKGF10GB1","33","83",".3","1.48","-1.6","1610.887",".553","9.7","3.25","-999","-999","-999","-999","-999","-999","50",".135","-999","407.889","50.31279","FAIL","3","C","1626L3161","FAIL_TUNING","24-JUN-15","70km CWDM 161"
"867982","152211630","PKGF10GB1","35","75",".35","1.46","-1.6","1610.38",".772","9.6","3.59","-999","-999","-999","-999","-999","-999","50",".1387","-999","729.787","45.78383","FAIL","6","C","1626L3161","FAIL_TUNING","23-JUN-15","70km CWDM 161"
"867993","152211641","PKGF10GB1","30.1","94.9",".4","1.54","-1.6","1610.75",".522","10.4","998.8","-999","-999","-999","-999","-999","-999","50",".1427","-999","467.152","55.99723","FAIL","1","C","1626L3161","FAIL_TUNING","15-JUN-15","70km CWDM 161"
"867995","152211643","PKGF10GB1","33","88.3",".35","1.49","-1.48","1610.477",".764","10.5","2.64","0","53.09","16.8","23.5","1.44","2.97","50",".1387","7.11452","981.578","48.12476","PASS","1","C","1626L3161","PASS","15-JUN-15","70km CWDM 161"
"868009","152211657","PKGF10GB1","31","93.75",".25","1.49","-1.6","1608.915",".746","9.9","3.04","-999","-999","-999","-999","-999","-999","51",".1308","-999","1318.521","50.38634","FAIL","3","C","1626L3161","FAIL_TUNING","17-JUN-15","70km CWDM 161"
"868015","152211663","PKGF10GB1","31","91.12",".3","1.47","-1.6","1609.843",".757","10","4.09","-999","-999","-999","-999","-999","-999","49",".1342","-999","852.666","49.79399","FAIL","1","C","1626L3161","FAIL_TUNING","16-JUN-15","70km CWDM 161"
"868016","152211664","PKGF10GB1","35","-999","-.06","0","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999",".0008","-999","-999","-999","FAIL","2","C","1626L3161","FAIL_IPD_CONTACT","20-JUN-15","70km CWDM 161"
"868018","152211666","PKGF10GB1","30.1","94.9",".55","1.5","-1.48","1610.193",".707","11.2","2.84","3","53.75","17.8","24.7","1.42","2.74","50",".1546","8.04379","701.302","47.72021","PASS","1","C","1626L3161","PASS","14-JUN-15","70km CWDM 161"
"868020","152211668","PKGF10GB1","35","-999","-.06","0","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999",".0008","-999","-999","-999","FAIL","1","C","1626L3161","FAIL_MODULATOR_CONTACT","15-JUN-15","70km CWDM 161"
"868029","152211677","PKGF10GB1","35","79.23",".35","1.49","-1.58","1611.427","1.279","9.9","2.49","0","51.12","-999","-999","-999","2.8","50",".139","0","1","51.05885","FAIL","1","C","1626L3161","FAIL_RTH","19-JUN-15","70km CWDM 161"
"CK-868030","152211678","PKGF10GB1","33","86.42",".35","1.49","-1.48","1611.342",".822","10.5","2.8","0","53.52","16.9","24.5","1.51","2.96","50",".1381","7.11452","929.036","46.94568","PASS","1","C","1626L3161","PASS","16-JUN-15","70km CWDM 161"
"868037","152211685","PKGF10GB1","-999","-999","-.06","0","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999",".0009","-999","-999","-999","FAIL","3","C","1626L3161","FAIL_TOP_CONTACT","22-JUN-15","70km CWDM 161"
"868074","152300320","PKGF10GB1","-999","-999","-.06","0","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999",".0008","-999","-999","-999","FAIL","1","C","1626L0149","FAIL_TOP_CONTACT","17-JUN-15","70km CWDM"
"868080","152300326","PKGF10GB1","-999","-999","-.06","0","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999",".0008","-999","-999","-999","FAIL","3","C","1626L0149","FAIL_TOP_CONTACT","13-JUN-15","70km CWDM"
"868111","152300357","PKGF10GB4","46.56","65",".45","1.5","-.7","1553.325","-.003","10.8",".51","20","47.59","21.3","25.8",".65","1.65","50",".1453","4.12146","829.519","23.39843","PASS","2","C","1655L130","PASS","11-JUN-15","40km DWDM"
"868122","152300368","PKGF10GB4","42.83","67.49",".4","1.54","-.65","1553.329","-.522","11.8",".24","19","48.59","19.2","24.8","2.11","1.8","50",".1415","4.76768","884.566","23.95715","PASS","1","C","1655L130","PASS","09-JUN-15","40km DWDM"
"868143","152300489","PKGF10GB5","48","65",".4","1.47","-.7","1553.114","-999","-999","998.9","-999","-999","-999","-999","-999","-999","-999",".1519","-999","-999","25.03507","FAIL","3","C","1655L130","FAIL_WAVELENGTH","16-JUN-15","40km DWDM"
"868148","152300494","PKGF10GB5","48","65",".4","1.47","-.7","1553.287","-999","-999","998.9","-999","-999","-999","-999","-999","-999","-999",".1518","-999","-999","23.2762","FAIL","3","C","1655L130","FAIL_WAVELENGTH","16-JUN-15","40km DWDM"
"868181","152300547","PKGF10GB5","35.03","-999","0","0","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999",".0006","-999","-999","-999","FAIL","2","C","1655L130","FAIL_IPD_CONTACT","13-JUN-15","40km DWDM"
"868190","152300556","PKGF10GB2","38","65",".4","1.47","-.7","1553.352","5.151","-999","-999","-999","-999","-999","-999","-999","-999","-999",".1548","-999","-999","23.63568","FAIL","3","C","1655L130","FAIL_WAVELENGTH","16-JUN-15","40km DWDM"
"868194","152300560","PKGF10GB1","43.19","78.92",".4","1.47","-.65","1553.331","-.494","11.9",".92","15","50.69","20.7","25.3","1.68","2.64","50",".1427","4.70359","541.307","27.62118","PASS","1","C","1655L130","PASS","13-JUN-15","40km DWDM"
"868234","152300601","PKGF10GB1","43.56","79.9",".45","1.43","-.6","1550.915","-.562","11.3",".88","15","51.55","21.1","24.3","1.32","2.69","50",".146","4.63569","1311.418","24.57828","PASS","1","C","1655L133","PASS","11-JUN-15","40km DWDM"
"868244","152300611","PKGF10GB3","45.96","79.9",".4","1.51","-.7","1543.724","-.662","12",".36","20","51.79","18.6","21.3","1.29","2.64","50",".1455","4.21378","980.85","27.69098","PASS","1","C","1655L142","PASS","14-JUN-15","40km DWDM"
"868277","152300644","PKGF10GB5","48.1","90",".47","1.54","-.85","-999","1.88","11.6","3.35","7","-999","-999","-999","-999","2.4","50",".1574","-999","1075.151","33.43366","FAIL","3","C","1656L0T","FAIL_TUNING","16-JUN-15","80km TDM"
"868280","152300647","PKGF10GB5","48.1","92.83",".49","1.53","-.9","1541.801","1.756","10.5","1.75","18","51.48","20.7","27.4",".71","2.07","50",".1592","3.88342","1594.554","33.01252","PASS","1","C","1656L0T","PASS","14-JUN-15","80km TDM"
"868290","152300657","PKGF10GB7","48.1","94.9",".75","1.58","-1.05","-999",".924","11.2","998.8","-999","-999","-999","-999","-999","-999","49",".1784","-999","5.1395","40.14844","FAIL","4","C","1656L0T","FAIL_TUNING","14-JUN-15","80km TDM"
"868292","152300659","PKGF10GB5","48.1","94.9",".75","1.56","-.8","-999","1.025","10.6","998.9","-999","-999","-999","-999","-999","-999","49",".1812","-999","1393.115","32.22984","FAIL","3","C","1656L0T","FAIL_TUNING","13-JUN-15","80km TDM"
"868297","152300664","PKGF10GB7","48.1","94.9",".65","1.56","-.85","-999",".666","11.2","998.8","-999","-999","-999","-999","-999","-999","51",".1699","-999","823.803","34.79154","FAIL","4","C","1656L0T","FAIL_TUNING","14-JUN-15","80km TDM"
"868303","152300670","PKGF10GB5","48.1","94.9",".75","1.57","-.8","-999","1.16","10.6","998.9","-999","-999","-999","-999","-999","-999","51",".1813","-999","1270.634","31.85579","FAIL","2","C","1656L0T","FAIL_TUNING","13-JUN-15","80km TDM"
"868315","152300682","PKGF10GB4","48.1","94.9",".75","1.47","-.7","-999",".931","11.6","998.8","-999","-999","-999","-999","-999","-999","50",".1691","-999","595.971","31.27113","FAIL","3","C","1656L0T","FAIL_TUNING","16-JUN-15","80km TDM"
"868316","152300683","PKGF10GB6","48.1","94.9",".74","1.55","-.92","-999","1.573","11.8","3.97","-999","-999","-999","-999","-999","-999","49",".1641","-999","1299.505","33.90711","FAIL","3","C","1656L0T","FAIL_TUNING","19-JUN-15","80km TDM"
"868326","152300693","PKGF10GB7","48.1","94.9",".75","1.59","-.95","-999","1.258","11.6","998.8","-999","-999","-999","-999","-999","-999","50",".1786","-999","1407.435","35.69686","FAIL","2","C","1656L0T","FAIL_TUNING","23-JUN-15","80km TDM"
"868337","152300704","PKGF10GB6","48.1","90",".63","1.52","-.85","-999","1.936","11.7","4.21","11","-999","-999","-999","-999","1.72","50",".1511","-999","1281.491","31.20035","FAIL","2","C","1656L0T","FAIL_TUNING","23-JUN-15","80km TDM"
"868338","152300705","PKGF10GB5","48.1","94.9",".52","1.55","-.85","1542.992","1.525","10.6","2.38","15","51.55","20","26.5",".87","2.08","50",".1619","3.88342","1376.393","32.61206","PASS","5","C","1656L0T","PASS","19-JUN-15","80km TDM"
"868347","152300714","PKGF10GB5","48.1","94.9",".75","1.55","-1.05","-999","1.17","10.6","998.9","-999","-999","-999","-999","-999","-999","50",".1813","-999","627.299","40.74953","FAIL","4","C","1656L0T","FAIL_TUNING","13-JUN-15","80km TDM"
"868350","152300717","PKGF10GB5","48.1","94.9",".75","1.5","-1.2","-999","1.382","11","998.9","-999","-999","-999","-999","-999","-999","50",".181","-999","526.732","43.33774","FAIL","3","C","1656L0T","FAIL_TUNING","11-JUN-15","80km TDM"
"868354","152300721","PKGF10GB7","50.05","90",".42","1.56","-.9","1550.129","2.103","10.6","2.09","19","49.46","-999","-999","-999","2.25","51",".1501","3.608","496.221","37.1337","FAIL","3","C","1656L0T","PASS","24-JUN-15","80km TDM"
"868358","152300725","PKGF10GB3","48.1","94.9",".75","1.59","-1","-999","1.475","11","998.9","-999","-999","-999","-999","-999","-999","51",".1758","-999","822.843","37.82985","FAIL","4","C","1656L0T","FAIL_TUNING","19-JUN-15","80km TDM"
"868364","152300731","PKGF10GB5","48.1","94.9",".75","1.58","-1","-999","-5.899","10.6","998.9","-999","-999","-999","-999","-999","-999","51",".181","-999","1456.953","35.4589","FAIL","3","C","1656L0T","FAIL_TUNING","11-JUN-15","80km TDM"
"868367","152300734","PKGF10GB6","35.04","-999","0","0","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999",".0001","-999","-999","-999","FAIL","3","C","1656L0T","FAIL_IPD_CONTACT","12-JUN-15","80km TDM"
"868379","152300895","PKGF10GB1","41.37","70",".4","1.43","-.7","1533.465","1.003","11.1",".63","19","49.5","19.9","24.9",".6","2.46","50",".142","5.05608","855.415","25.92024","PASS","1","C","1655L055","PASS","11-JUN-15","40km DWDM"
"868382","152300898","PKGF10GB5","38.49","70",".4","1.47","-.7","1533.464","1.569","10.7",".37","19","52.41","21.2","25.3",".39","2.03","49",".1515","5.6733","863.557","26.4078","PASS","1","C","1655L055","PASS","14-JUN-15","40km DWDM"
"868396","152300912","PKGF10GB2","48","70",".4","1.47","-.7","1533.333","7.47","-999","-999","-999","-999","-999","-999","-999","-999","-999",".1548","-999","-999","27.1234","FAIL","3","C","1655L055","FAIL_WAVELENGTH","16-JUN-15","40km DWDM"
"868399","152300915","PKGF10GB4","48","70",".4","1.47","-.7","1532.784","7.729","-999","-999","-999","-999","-999","-999","-999","-999","-999",".1418","-999","-999","24.30847","FAIL","3","C","1655L055","FAIL_WAVELENGTH","15-JUN-15","40km DWDM"
"868413","152300929","PKGF10GB4","48","70",".4","1.47","-.7","1532.773","7.408","-999","-999","-999","-999","-999","-999","-999","-999","-999",".1419","-999","-999","23.68637","FAIL","3","C","1655L055","FAIL_WAVELENGTH","15-JUN-15","40km DWDM"
"868452","152300958","PKGF10GB5","44.68","79.9",".4","1.5","-.7","1541.345","-.973","11.6",".49","18","52.88","19","23.9","1.6","2.2","50",".1516","4.43351","918.918","27.69482","PASS","1","C","1655L145","PASS","14-JUN-15","40km DWDM"
"868456","152300962","PKGF10GB1","43.28","51",".7","1.53","-1.05","1541.346","1.158","10.8","998.8","0","-999","-999","-999","-999","3.45","50",".1669","-999","228.803","30.3579","FAIL","2","C","1655L145","FAIL_TUNING","16-JUN-15","40km DWDM"
"868473","152300990","PKGF10GB5","43.1","56",".48","1.43","-.7","1538.974",".916","10.5",".72","19","49.2","21.4","24.5","1.76","1.96","50",".1583","4.71733","403.639","23.69109","PASS","1","C","1655L148","PASS","10-JUN-15","40km DWDM"
"868511","152301447","PKGF10GB2","40.95","51",".6","1.49","-1.2","1550.117",".85","10.7","1.14","20","51.56","17.3","22.8",".67","2.99","50",".1729","5.14229","420.31","34.42124","PASS","1","C","1655L134","PASS","12-JUN-15","40km DWDM"
"868530","152301466","PKGF10GB1","48","65",".4","1.47","-.7","1549.812","5.941","-999","-999","-999","-999","-999","-999","-999","-999","-999",".1429","-999","-999","25.35637","FAIL","3","C","1655L134","FAIL_WAVELENGTH","16-JUN-15","40km DWDM"
"868534","152301470","PKGF10GB1","48","65",".4","1.47","-.7","1549.972","8.346","-999","-999","-999","-999","-999","-999","-999","-999","-999",".143","-999","-999","23.0177","FAIL","2","C","1655L134","FAIL_WAVELENGTH","16-JUN-15","40km DWDM"
"868535","152301471","PKGF10GB5","41.03","51",".53","1.47","-.75","1550.116",".949","10.5",".59","20","49.07","20.8","24.7","1.33","2","50",".1624","5.12169","445.332","23.16355","PASS","1","C","1655L134","PASS","13-JUN-15","40km DWDM"
"868545","152301481","PKGF10GB3","39.2","51",".48","1.49","-.95","1550.114",".324","10.6","-.11","5","-999","-999","-999","-999","2.23","49",".1525","-999","245.365","28.4181","FAIL","3","C","1655L134","FAIL_TUNING","22-JUN-15","40km DWDM"
"868589","152301525","PKGF10GB4","45.93","66.1",".4","1.47","-.7","1550.119","-.493","10.6",".73","18","48.66","22.4","26.5",".5","1.63","50",".1412","4.22065","480.38","25.17877","PASS","1","C","1655L134","PASS","12-JUN-15","40km DWDM"
"868593","152301529","PKGF10GB4","40.13","58",".4","1.47","-.7","1549.316",".889","10.8","1.13","19","47.48","22.7","25.8",".2","1.61","50",".1412","5.31014","281.265","24.47584","PASS","2","C","1655L135","PASS","23-JUN-15","40km DWDM"
"868616","152301591","PKGF10GB2","38","65",".4","1.47","-.7","1552.256","5.844","-999","-999","-999","-999","-999","-999","-999","-999","-999",".1548","-999","-999","24.70536","FAIL","3","C","1655L134","FAIL_WAVELENGTH","16-JUN-15","40km DWDM"
"868617","152301592","PKGF10GB3","38","70",".4","1.44","-.7","1552.168","7.17","-999","-999","-999","-999","-999","-999","-999","-999","-999",".1459","-999","-999","20.54776","FAIL","4","C","1655L033","FAIL_WAVELENGTH","24-JUN-15","40km DWDM"
"868618","152301593","PKGF10GB1","38","65",".4","1.47","-.7","1552.516","6.573","-999","-999","-999","-999","-999","-999","-999","-999","-999",".1429","-999","-999","23.31006","FAIL","3","C","1655L134","FAIL_WAVELENGTH","16-JUN-15","40km DWDM"
"868619","152301594","PKGF10GB1","38","65",".4","1.47","-.7","1552.409","7.094","-999","-999","-999","-999","-999","-999","-999","-999","-999",".1429","-999","-999","24.13616","FAIL","4","C","1655L134","FAIL_WAVELENGTH","16-JUN-15","40km DWDM"
"868620","152301595","PKGF10GB1","38","65",".4","1.47","-.7","1552.817","9.377","-999","-999","-999","-999","-999","-999","-999","-999","-999",".1428","-999","-999","26.23128","FAIL","4","C","1655L134","FAIL_WAVELENGTH","16-JUN-15","40km DWDM"
"868621","152301596","PKGF10GB2","38","65",".4","1.47","-.7","1552.353","5.3","-999","-999","-999","-999","-999","-999","-999","-999","-999",".1548","-999","-999","24.84265","FAIL","3","C","1655L134","FAIL_WAVELENGTH","16-JUN-15","40km DWDM"
"868622","152301597","PKGF10GB2","38","65",".4","1.47","-.7","1552.758","5.61","-999","-999","-999","-999","-999","-999","-999","-999","-999",".1548","-999","-999","24.54477","FAIL","4","C","1655L134","FAIL_WAVELENGTH","16-JUN-15","40km DWDM"
"868623","152301598","PKGF10GB2","38","65",".4","1.47","-.7","1552.17","7.049","-999","-999","-999","-999","-999","-999","-999","-999","-999",".1548","-999","-999","24.58939","FAIL","3","C","1655L134","FAIL_WAVELENGTH","16-JUN-15","40km DWDM"
"868624","152301599","PKGF10GB2","38","65",".4","1.47","-.7","1552.593","6.478","-999","-999","-999","-999","-999","-999","-999","-999","-999",".1548","-999","-999","24.61485","FAIL","3","C","1655L134","FAIL_WAVELENGTH","16-JUN-15","40km DWDM"
"868637","152301615","PKGF10GB3","43.62","65",".4","1.47","-.7","1550.113","-.258","10.6",".6","20","48.8","20.5","23.3","1.64","2.76","49",".1454","4.62196","538.262","25.00509","PASS","1","C","1655L134","PASS","13-JUN-15","40km DWDM"
"868638","152301616","PKGF10GB3","42.64","65",".44","1.47","-.7","1550.114",".208","10.6",".56","20","49.51","21.7","23","1.24","2.5","49",".1488","4.8043","570.459","24.46687","PASS","1","C","1655L134","PASS","13-JUN-15","40km DWDM"
"868664","152301651","PKGF10GB1","48","65",".4","1.47","-.7","1549.966","6.938","-999","-999","-999","-999","-999","-999","-999","-999","-999",".1429","-999","-999","24.17487","FAIL","2","C","1655L134","FAIL_WAVELENGTH","16-JUN-15","40km DWDM"
"868677","152301664","PKGF10GB1","48","65",".4","1.47","-.7","1550.083","6.234","-999","-999","-999","-999","-999","-999","-999","-999","-999",".1428","-999","-999","23.94264","FAIL","3","C","1655L134","FAIL_WAVELENGTH","11-JUN-15","40km DWDM"
"868687","152301674","PKGF10GB2","-999","-999","-.05","-.02","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999",".0006","-999","-999","-999","FAIL","2","C","1655L134","FAIL_TOP_CONTACT","10-JUN-15","40km DWDM"
"868724","152301877","PKGF10GB1","41.77","65",".74","1.31","-.7","1549.315",".333","10.4","998.8","-999","51.48","24.1","24.1",".86","-999","50",".17","4.9691","382.764","24.784","FAIL","3","C","1655L135","FAIL_EXT_RATIO","16-JUN-15","40km DWDM"
"868743","152301896","PKGF10GB2","42.96","63",".74","1.34","-.7","1549.316",".93","8.6","998.8","-999","50.02","18.3","18.3","1.24","-999","50",".1859","4.74174","835.05","20.71326","FAIL","4","C","1655L135","FAIL_EXT_RATIO","16-JUN-15","40km DWDM"
"868748","152301901","PKGF10GB2","39.73","51",".75","1.48","-1.15","1549.316",".223","10.6","998.8","-999","-999","-999","-999","-999","-999","49",".1869","-999","248.264","32.98264","FAIL","3","C","1655L135","FAIL_TUNING","16-JUN-15","40km DWDM"
"868754","152301907","PKGF10GB2","48","65",".4","1.47","-.7","1549.257","7.525","-999","-999","-999","-999","-999","-999","-999","-999","-999",".1548","-999","-999","24.1938","FAIL","4","C","1655L135","FAIL_WAVELENGTH","16-JUN-15","40km DWDM"
"868760","152301933","PKGF10GB5","41.92","55",".69","1.27","-1","1549.314",".054","10.5","1.82","-999","-999","-999","-999","-999","-999","49",".1761","-999","374.775","29.83997","FAIL","3","C","1655L135","FAIL_TUNING","16-JUN-15","40km DWDM"
